id,label
1090,1
1091,4
1092,0
1093,0
1094,3
1095,0
1096,7
1097,9
1098,5
1099,7
1100,6
1101,1
1102,4
1103,1
1104,7
1105,6
1106,1
1107,3
1108,5
1109,3
1110,0
1111,3
1112,0
1113,5
1114,0
1115,7
1116,3
1117,3
1118,3
1119,5
1120,3
1121,8
1122,1
1123,2
1124,6
1125,5
1126,1
1127,5
1128,6
1129,4
1130,6
1131,5
1132,8
1133,6
1134,7
1135,3
1136,0
1137,6
1138,0
1139,8
1140,4
1141,8
1142,1
1143,5
1144,1
1145,2
1146,5
1147,5
1148,5
1149,9
1150,5
1151,9
1152,6
1153,1
1154,1
1155,4
1156,1
1157,9
1158,1
1159,3
1160,7
1161,5
1162,2
1163,5
1164,0
1165,0
1166,0
1167,7
1168,7
1169,4
1170,4
1171,9
1172,0
1173,5
1174,8
1175,5
1176,4
1177,9
1178,2
1179,6
1180,9
1181,9
1182,5
1183,6
1184,6
1185,7
1186,1
1187,6
1188,0
1189,2
1190,5
1191,6
1192,5
1193,9
1194,5
1195,3
1196,6
1197,2
1198,5
1199,0
1200,1
1201,0
1202,1
1203,4
1204,0
1205,4
1206,3
1207,8
1208,7
1209,5
1210,2
1211,1
1212,4
1213,5
1214,3
1215,5
1216,5
1217,0
1218,4
1219,4
1220,9
1221,6
1222,3
1223,5
1224,9
1225,5
1226,4
1227,1
1228,1
1229,4
1230,3
1231,0
1232,4
1233,6
1234,0
1235,5
1236,9
1237,2
1238,1
1239,5
1240,1
1241,0
1242,8
1243,3
1244,2
1245,9
1246,5
1247,7
1248,9
1249,8
1250,4
1251,5
1252,0
1253,6
1254,0
1255,1
1256,9
1257,5
1258,0
1259,5
1260,0
1261,8
1262,5
1263,8
1264,9
1265,0
1266,9
1267,8
1268,5
1269,1
1270,5
1271,0
1272,5
1273,5
1274,7
1275,5
1276,6
1277,4
1278,6
1279,1
1280,7
1281,4
1282,0
1283,7
1284,0
1285,3
1286,0
1287,8
1288,7
1289,3
1290,5
1291,0
1292,4
1293,4
1294,5
1295,0
1296,0
1297,6
1298,0
1299,5
1300,5
1301,9
1302,5
1303,5
1304,6
1305,3
1306,4
1307,0
1308,4
1309,9
1310,9
1311,4
1312,6
1313,6
1314,3
1315,4
1316,5
1317,0
1318,4
1319,5
1320,0
1321,1
1322,5
1323,6
1324,5
1325,9
1326,1
1327,5
1328,8
1329,8
1330,8
1331,4
1332,1
1333,2
1334,3
1335,0
1336,1
1337,4
1338,8
1339,4
1340,9
1341,5
1342,0
1343,3
1344,1
1345,0
1346,5
1347,8
1348,0
1349,7
1350,8
1351,9
1352,5
1353,0
1354,4
1355,9
1356,3
1357,5
1358,1
1359,6
1360,3
1361,9
1362,2
1363,6
1364,2
1365,4
1366,4
1367,7
1368,4
1369,4
1370,0
1371,2
1372,7
1373,8
1374,8
1375,5
1376,5
1377,2
1378,0
1379,5
1380,9
1381,5
1382,3
1383,1
1384,4
1385,5
1386,9
1387,0
1388,5
1389,4
1390,2
1391,0
1392,5
1393,3
1394,2
1395,1
1396,7
1397,0
1398,1
1399,8
1400,6
1401,9
1402,5
1403,0
1404,6
1405,4
1406,4
1407,4
1408,6
1409,9
1410,6
1411,9
1412,5
1413,4
1414,3
1415,6
1416,5
1417,1
1418,7
1419,6
1420,1
1421,0
1422,7
1423,7
1424,0
1425,1
1426,9
1427,9
1428,2
1429,1
1430,1
1431,1
1432,5
1433,2
1434,1
1435,9
1436,5
1437,1
1438,2
1439,0
1440,1
1441,8
1442,7
1443,0
1444,6
1445,5
1446,9
1447,5
1448,2
1449,8
1450,3
1451,3
1452,4
1453,3
1454,3
1455,1
1456,7
1457,0
1458,3
1459,1
1460,0
1461,2
1462,3
1463,0
1464,3
1465,3
1466,0
1467,0
1468,8
1469,4
1470,9
1471,9
1472,5
1473,6
1474,1
1475,3
1476,0
1477,4
1478,6
1479,0
1480,2
1481,5
1482,4
1483,8
1484,7
1485,9
1486,0
1487,6
1488,8
1489,1
1490,5
1491,3
1492,3
1493,7
1494,9
1495,1
1496,4
1497,9
1498,3
1499,1
1500,3
1501,7
1502,0
1503,2
1504,0
1505,7
1506,0
1507,9
1508,6
1509,2
1510,6
1511,1
1512,9
1513,0
1514,4
1515,0
1516,3
1517,9
1518,5
1519,0
1520,5
1521,4
1522,8
1523,2
1524,5
1525,0
1526,0
1527,0
1528,0
1529,2
1530,5
1531,1
1532,9
1533,8
1534,4
1535,5
1536,6
1537,0
1538,7
1539,3
1540,4
1541,3
1542,1
1543,5
1544,6
1545,3
1546,0
1547,9
1548,4
1549,5
1550,1
1551,5
1552,5
1553,4
1554,4
1555,5
1556,3
1557,0
1558,5
1559,1
1560,6
1561,5
1562,1
1563,5
1564,3
1565,5
1566,9
1567,9
1568,6
1569,5
1570,6
1571,4
1572,9
1573,9
1574,0
1575,0
1576,6
1577,3
1578,0
1579,1
1580,1
1581,9
1582,5
1583,2
1584,9
1585,1
1586,4
1587,2
1588,3
1589,7
1590,0
1591,7
1592,0
1593,4
1594,0
1595,5
1596,1
1597,4
1598,5
1599,0
1600,1
1601,7
1602,8
1603,3
1604,1
1605,4
1606,2
1607,6
1608,2
1609,0
1610,0
1611,5
1612,6
1613,5
1614,0
1615,3
1616,9
1617,2
1618,5
1619,3
1620,2
1621,9
1622,4
1623,9
1624,5
1625,8
1626,5
1627,8
1628,9
1629,0
1630,0
1631,7
1632,5
1633,4
1634,3
1635,8
1636,3
1637,5
1638,3
1639,1
1640,9
1641,8
1642,4
1643,5
1644,4
1645,8
1646,3
1647,4
1648,6
1649,1
1650,7
1651,3
1652,4
1653,3
1654,4
1655,2
1656,1
1657,5
1658,8
1659,1
1660,7
1661,2
1662,6
1663,3
1664,5
1665,6
1666,1
1667,9
1668,9
1669,6
1670,0
1671,7
1672,1
1673,3
1674,0
1675,5
1676,2
1677,0
1678,5
1679,3
1680,3
1681,1
1682,1
1683,5
1684,8
1685,4
1686,9
1687,0
1688,1
1689,7
1690,0
1691,2
1692,7
1693,1
1694,9
1695,1
1696,4
1697,4
1698,8
1699,8
1700,1
1701,3
1702,1
1703,0
1704,2
1705,4
1706,3
1707,9
1708,3
1709,4
1710,2
1711,5
1712,2
1713,1
1714,9
1715,7
1716,9
1717,8
1718,5
1719,5
1720,4
1721,2
1722,5
1723,5
1724,7
1725,9
1726,6
1727,0
1728,5
1729,2
1730,1
1731,0
1732,1
1733,0
1734,4
1735,0
1736,3
1737,1
1738,9
1739,5
1740,1
1741,0
1742,6
1743,5
1744,4
1745,1
1746,7
1747,9
1748,1
1749,6
1750,6
1751,1
1752,1
1753,1
1754,0
1755,5
1756,0
1757,5
1758,1
1759,0
1760,1
1761,7
1762,5
1763,2
1764,7
1765,5
1766,6
1767,2
1768,1
1769,5
1770,2
1771,8
1772,9
1773,4
1774,5
1775,7
1776,1
1777,9
1778,1
1779,5
1780,5
1781,5
1782,0
1783,1
1784,1
1785,6
1786,2
1787,5
1788,3
1789,6
1790,9
1791,3
1792,1
1793,5
1794,0
1795,7
1796,4
1797,0
1798,9
1799,1
1800,1
1801,0
1802,4
1803,0
1804,0
1805,2
1806,1
1807,3
1808,8
1809,1
1810,5
1811,9
1812,5
1813,3
1814,7
1815,5
1816,5
1817,9
1818,0
1819,7
1820,0
1821,8
1822,5
1823,5
1824,4
1825,3
1826,9
1827,6
1828,3
1829,9
1830,3
1831,5
1832,9
1833,4
1834,5
1835,8
1836,9
1837,1
1838,6
1839,3
1840,5
1841,0
1842,3
1843,3
1844,1
1845,3
1846,9
1847,9
1848,4
1849,3
1850,3
1851,0
1852,8
1853,6
1854,0
1855,1
1856,0
1857,0
1858,1
1859,1
1860,9
1861,1
1862,5
1863,6
1864,5
1865,7
1866,4
1867,3
1868,2
1869,5
1870,1
1871,0
1872,1
1873,9
1874,2
1875,3
1876,5
1877,5
1878,0
1879,0
1880,3
1881,7
1882,3
1883,7
1884,1
1885,0
1886,9
1887,5
1888,5
1889,3
1890,2
1891,7
1892,3
1893,0
1894,9
1895,7
1896,5
1897,7
1898,2
1899,0
1900,6
1901,0
1902,5
1903,1
1904,2
1905,9
1906,3
1907,1
1908,1
1909,0
1910,4
1911,4
1912,0
1913,8
1914,3
1915,3
1916,0
1917,9
1918,9
1919,9
1920,2
1921,5
1922,3
1923,7
1924,3
1925,3
1926,4
1927,4
1928,0
1929,1
1930,4
1931,2
1932,5
1933,0
1934,1
1935,6
1936,1
1937,8
1938,1
1939,7
1940,7
1941,2
1942,2
1943,2
1944,7
1945,1
1946,5
1947,0
1948,3
1949,9
1950,0
1951,8
1952,4
1953,3
1954,9
1955,9
1956,0
1957,3
1958,5
1959,3
1960,4
1961,5
1962,0
1963,7
1964,1
1965,4
1966,5
1967,3
1968,7
1969,3
1970,7
1971,0
1972,7
1973,1
1974,8
1975,0
1976,9
1977,2
1978,8
1979,1
1980,1
1981,5
1982,3
1983,5
1984,5
1985,5
1986,1
1987,3
1988,4
1989,5
1990,1
1991,0
1992,5
1993,7
1994,3
1995,8
1996,9
1997,1
1998,9
1999,3
2000,0
2001,5
2002,0
2003,1
2004,7
2005,7
2006,4
2007,0
2008,5
2009,1
2010,8
2011,1
2012,2
2013,4
2014,9
2015,3
2016,3
2017,9
2018,5
2019,0
2020,7
2021,2
2022,4
2023,5
2024,3
2025,5
2026,7
2027,3
2028,6
2029,9
2030,9
2031,7
2032,6
2033,6
2034,1
2035,4
2036,0
2037,4
2038,3
2039,3
2040,1
2041,5
2042,8
2043,0
2044,9
2045,9
2046,4
2047,8
2048,3
2049,6
2050,1
2051,3
2052,6
2053,0
2054,5
2055,6
2056,9
2057,6
2058,7
2059,1
2060,0
2061,0
2062,2
2063,9
2064,8
2065,6
2066,0
2067,5
2068,3
2069,3
2070,2
2071,2
2072,4
2073,0
2074,4
2075,8
2076,9
2077,5
2078,7
2079,9
2080,6
2081,8
2082,8
2083,0
2084,0
2085,5
2086,4
2087,0
2088,0
2089,6
2090,5
2091,4
2092,5
2093,9
2094,0
2095,5
2096,1
2097,7
2098,5
2099,1
2100,0
2101,7
2102,3
2103,7
2104,6
2105,1
2106,2
2107,0
2108,7
2109,4
2110,1
2111,3
2112,0
2113,0
2114,4
2115,8
2116,3
2117,4
2118,5
2119,5
2120,1
2121,2
2122,4
2123,0
2124,3
2125,3
2126,9
2127,2
2128,6
2129,0
2130,2
2131,3
2132,2
2133,3
2134,5
2135,4
2136,7
2137,9
2138,7
2139,1
2140,2
2141,5
2142,7
2143,3
2144,5
2145,5
2146,1
2147,8
2148,5
2149,6
2150,9
2151,6
2152,3
2153,3
2154,0
2155,0
2156,5
2157,0
2158,5
2159,1
2160,5
2161,7
2162,6
2163,3
2164,3
2165,5
2166,3
2167,8
2168,9
2169,1
2170,0
2171,8
2172,5
2173,8
2174,1
2175,5
2176,4
2177,5
2178,7
2179,6
2180,9
2181,0
2182,9
2183,4
2184,8
2185,9
2186,4
2187,3
2188,5
2189,8
2190,1
2191,3
2192,7
2193,3
2194,9
2195,5
2196,3
2197,1
2198,7
2199,4
2200,5
2201,5
2202,9
2203,0
2204,6
2205,9
2206,9
2207,8
2208,2
2209,7
2210,0
2211,5
2212,7
2213,0
2214,6
2215,1
2216,1
2217,5
2218,1
2219,3
2220,3
2221,5
2222,2
2223,9
2224,2
2225,2
2226,0
2227,5
2228,5
2229,0
2230,0
2231,3
2232,5
2233,5
2234,5
2235,5
2236,0
2237,7
2238,5
2239,2
2240,1
2241,3
2242,3
2243,4
2244,4
2245,4
2246,3
2247,6
2248,1
2249,3
2250,4
2251,5
2252,0
2253,5
2254,1
2255,7
2256,2
2257,1
2258,4
2259,9
2260,8
2261,3
2262,5
2263,3
2264,6
2265,6
2266,0
2267,9
2268,8
2269,0
2270,0
2271,0
2272,4
2273,0
2274,1
2275,4
2276,2
2277,7
2278,0
2279,3
2280,4
2281,5
2282,4
2283,5
2284,2
2285,3
2286,3
2287,3
2288,3
2289,8
2290,1
2291,4
2292,0
2293,8
2294,5
2295,3
2296,6
2297,8
2298,0
2299,9
2300,9
2301,1
2302,5
2303,1
2304,6
2305,0
2306,8
2307,4
2308,7
2309,3
2310,5
2311,0
2312,8
2313,1
2314,3
2315,0
2316,4
2317,6
2318,0
2319,0
2320,5
2321,5
2322,0
2323,3
2324,0
2325,2
2326,5
2327,2
2328,5
2329,5
2330,5
2331,1
2332,2
2333,4
2334,0
2335,1
2336,1
2337,0
2338,1
2339,9
2340,0
2341,0
2342,9
2343,9
2344,4
2345,8
2346,1
2347,6
2348,1
2349,6
2350,7
2351,7
2352,4
2353,7
2354,3
2355,9
2356,9
2357,5
2358,7
2359,1
2360,2
2361,8
2362,1
2363,7
2364,3
2365,8
2366,1
2367,1
2368,7
2369,0
2370,0
2371,2
2372,9
2373,1
2374,2
2375,4
2376,7
2377,0
2378,0
2379,0
2380,7
2381,5
2382,3
2383,1
2384,1
2385,1
2386,8
2387,5
2388,3
2389,4
2390,4
2391,4
2392,0
2393,5
2394,0
2395,1
2396,4
2397,6
2398,0
2399,5
2400,8
2401,9
2402,9
2403,9
2404,3
2405,6
2406,1
2407,1
2408,6
2409,5
2410,3
2411,4
2412,0
2413,3
2414,8
2415,1
2416,9
2417,5
2418,9
2419,5
2420,5
2421,4
2422,6
2423,1
2424,1
2425,5
2426,5
2427,9
2428,5
2429,6
2430,3
2431,6
2432,7
2433,5
2434,2
2435,4
2436,1
2437,8
2438,1
2439,3
2440,3
2441,4
2442,1
2443,8
2444,8
2445,1
2446,4
2447,2
2448,5
2449,0
2450,7
2451,3
2452,6
2453,8
2454,5
2455,9
2456,1
2457,3
2458,9
2459,2
2460,8
2461,2
2462,7
2463,9
2464,1
2465,5
2466,5
2467,1
2468,1
2469,4
2470,5
2471,1
2472,4
2473,9
2474,6
2475,9
2476,4
2477,1
2478,7
2479,5
2480,4
2481,9
2482,0
2483,0
2484,1
2485,4
2486,0
2487,7
2488,4
2489,6
2490,3
2491,9
2492,0
2493,9
2494,7
2495,1
2496,3
2497,5
2498,3
2499,9
2500,5
2501,0
2502,9
2503,4
2504,0
2505,1
2506,8
2507,7
2508,0
2509,5
2510,0
2511,1
2512,6
2513,1
2514,4
2515,8
2516,2
2517,9
2518,7
2519,5
2520,1
2521,3
2522,5
2523,1
2524,6
2525,3
2526,4
2527,8
2528,8
2529,3
2530,0
2531,4
2532,4
2533,1
2534,0
2535,2
2536,8
2537,5
2538,0
2539,6
2540,0
2541,7
2542,1
2543,9
2544,4
2545,9
2546,5
2547,3
2548,9
2549,0
2550,5
2551,5
2552,1
2553,1
2554,4
2555,3
2556,7
2557,9
2558,3
2559,1
2560,0
2561,4
2562,1
2563,5
2564,1
2565,0
2566,0
2567,1
2568,3
2569,9
2570,5
2571,6
2572,3
2573,6
2574,3
2575,1
2576,6
2577,8
2578,1
2579,2
2580,5
2581,1
2582,6
2583,3
2584,3
2585,1
2586,7
2587,6
2588,1
2589,3
2590,9
2591,8
2592,2
2593,5
2594,8
2595,6
2596,9
2597,0
2598,0
2599,7
2600,2
2601,1
2602,9
2603,3
2604,0
2605,2
2606,0
2607,9
2608,0
2609,5
2610,8
2611,7
2612,9
2613,4
2614,9
2615,1
2616,5
2617,9
2618,5
2619,8
2620,0
2621,8
2622,9
2623,1
2624,6
2625,5
2626,5
2627,0
2628,6
2629,8
2630,7
2631,6
2632,7
2633,5
2634,8
2635,8
2636,6
2637,3
2638,0
2639,5
2640,1
2641,2
2642,5
2643,8
2644,0
2645,1
2646,9
2647,9
2648,8
2649,7
2650,9
2651,7
2652,8
2653,6
2654,0
2655,7
2656,4
2657,9
2658,1
2659,0
2660,1
2661,5
2662,8
2663,6
2664,1
2665,7
2666,1
2667,9
2668,4
2669,7
2670,5
2671,8
2672,6
2673,6
2674,1
2675,7
2676,0
2677,5
2678,5
2679,5
2680,5
2681,9
2682,7
2683,5
2684,3
2685,7
2686,0
2687,5
2688,2
2689,3
2690,9
2691,4
2692,1
2693,0
2694,3
2695,4
2696,3
2697,9
2698,1
2699,5
2700,1
2701,0
2702,9
2703,5
2704,2
2705,1
2706,4
2707,9
2708,1
2709,0
2710,1
2711,1
2712,1
2713,4
2714,4
2715,4
2716,2
2717,1
2718,0
2719,7
2720,1
2721,6
2722,8
2723,3
2724,8
2725,3
2726,5
2727,3
2728,9
2729,7
2730,7
2731,5
2732,2
2733,6
2734,1
2735,9
2736,7
2737,2
2738,3
2739,0
2740,1
2741,1
2742,4
2743,5
2744,5
2745,3
2746,2
2747,0
2748,8
2749,5
2750,2
2751,7
2752,6
2753,4
2754,4
2755,1
2756,9
2757,3
2758,6
2759,9
2760,3
2761,4
2762,9
2763,1
2764,0
2765,9
2766,4
2767,5
2768,5
2769,1
2770,5
2771,4
2772,9
2773,7
2774,5
2775,8
2776,5
2777,0
2778,2
2779,8
2780,3
2781,3
2782,7
2783,0
2784,2
2785,5
2786,3
2787,9
2788,6
2789,8
2790,4
2791,2
2792,0
2793,3
2794,3
2795,1
2796,7
2797,4
2798,4
2799,2
2800,7
2801,3
2802,5
2803,4
2804,6
2805,3
2806,6
2807,4
2808,5
2809,0
2810,6
2811,0
2812,4
2813,0
2814,7
2815,5
2816,7
2817,3
2818,6
2819,2
2820,3
2821,5
2822,0
2823,1
2824,4
2825,2
2826,4
2827,6
2828,1
2829,4
2830,6
2831,1
2832,1
2833,0
2834,8
2835,6
2836,1
2837,8
2838,1
2839,7
2840,3
2841,5
2842,9
2843,2
2844,5
2845,3
2846,7
2847,0
2848,8
2849,0
2850,9
2851,3
2852,2
2853,9
2854,2
2855,0
2856,9
2857,9
2858,9
2859,5
2860,1
2861,3
2862,4
2863,1
2864,7
2865,9
2866,0
2867,6
2868,3
2869,7
2870,1
2871,7
2872,3
2873,1
2874,8
2875,6
2876,0
2877,8
2878,3
2879,1
2880,7
2881,4
2882,5
2883,2
2884,5
2885,7
2886,1
2887,3
2888,3
2889,0
2890,9
2891,7
2892,0
2893,4
2894,5
2895,3
2896,2
2897,1
2898,7
2899,0
2900,8
2901,8
2902,1
2903,3
2904,4
2905,0
2906,5
2907,2
2908,9
2909,7
2910,5
2911,3
2912,7
2913,7
2914,6
2915,1
2916,3
2917,5
2918,2
2919,4
2920,0
2921,5
2922,4
2923,7
2924,5
2925,1
2926,0
2927,4
2928,9
2929,5
2930,9
2931,5
2932,3
2933,1
2934,5
2935,5
2936,5
2937,0
2938,6
2939,8
2940,5
2941,3
2942,8
2943,3
2944,6
2945,6
2946,5
2947,9
2948,9
2949,9
2950,7
2951,2
2952,9
2953,5
2954,0
2955,4
2956,7
2957,4
2958,7
2959,3
2960,6
2961,4
2962,8
2963,1
2964,7
2965,5
2966,0
2967,0
2968,0
2969,5
2970,3
2971,9
2972,9
2973,2
2974,9
2975,1
2976,3
2977,0
2978,4
2979,4
2980,6
2981,7
2982,4
2983,5
2984,6
2985,6
2986,1
2987,6
2988,2
2989,3
2990,1
2991,4
2992,2
2993,9
2994,7
2995,7
2996,3
2997,5
